0.00, 0.00, -0.15, -0.12
0.00, 0.00, -0.14, -0.11
-1.16, -0.40, -0.13, -0.10
-21.32, -18.62, -0.13, -0.10
-24.53, -25.31, -0.06, -0.05
-29.42, -32.09, -0.06, -0.05
-18.94, -18.55, 0.17, 0.14
-19.14, -22.78, 0.17, 0.14
-27.76, -23.65, 0.10, 0.08
-34.68, -34.66, -0.41, -0.33
-40.44, -39.70, -0.41, -0.33
-36.85, -48.95, -0.79, -0.63
-44.55, -52.57, -1.55, -1.24
-52.20, -55.88, -1.55, -1.24
-55.52, -40.70, -1.73, -1.38
-51.67, -60.34, -1.73, -1.38
-59.62, -59.32, -2.46, -1.97
-56.91, -57.69, -2.81, -2.25
-63.53, -61.35, -2.81, -2.25
-52.35, -63.73, -3.02, -2.42
-57.55, -61.38, -3.03, -2.42
-64.64, -59.39, -3.03, -2.42
-62.57, -60.60, -3.39, -2.71
-65.06, -61.71, -3.39, -2.71
-64.53, -59.73, -3.57, -2.86
-60.46, -60.09, -3.78, -3.02
-66.13, -60.29, -3.78, -3.02
-59.86, -56.77, -3.64, -2.91
-63.41, -56.21, -3.64, -2.91
-67.43, -60.75, -3.29, -2.63
-59.98, -58.40, -3.29, -2.63
-60.44, -54.92, -2.83, -2.26
-67.31, -60.23, -2.20, -1.76
-62.67, -58.30, -2.20, -1.76
-63.18, -56.60, -1.40, -1.12
-63.64, -56.31, -1.40, -1.12
-65.33, -58.22, -0.52, -0.42
-63.93, -58.63, 0.64, 0.51
-63.24, -57.39, 0.64, 0.51
-60.89, -60.43, 1.52, 1.22
-63.69, -62.57, 1.52, 1.22
-58.74, -59.71, 2.19, 1.75
-59.94, -59.56, 2.86, 2.29
-63.55, -62.25, 2.86, 2.29
-60.15, -62.05, 2.91, 2.33
-61.93, -61.22, 2.93, 2.34
-57.97, -66.45, 2.93, 2.34
-60.37, -65.44, 2.29, 1.83
-58.80, -67.03, 2.29, 1.83
-60.13, -61.99, 1.53, 1.22
-58.66, -64.74, 0.61, 0.49
-57.59, -61.29, 0.61, 0.49
-58.29, -60.83, -0.46, -0.37
-58.25, -65.65, -0.46, -0.37
-60.15, -62.32, -1.78, -1.42
-57.31, -62.06, -1.78, -1.42
-60.82, -60.16, -2.81, -2.25
-56.94, -58.43, -3.52, -2.82
-61.48, -63.65, -3.52, -2.82
-65.25, -63.46, -4.01, -3.21
-62.53, -58.52, -4.20, -3.36
-61.93, -58.80, -4.20, -3.36
-67.46, -58.94, -3.97, -3.18
-66.99, -59.07, -3.97, -3.18
EndTime: 2485.00
