0.00, 0.00, -1.84, -1.47
0.00, 0.00, -1.85, -1.48
0.00, 2.72, -1.86, -1.49
19.46, 25.39, -1.86, -1.49
15.30, 30.21, -1.82, -1.46
13.28, 17.45, -2.03, -1.62
20.71, 20.23, -2.03, -1.62
26.73, 20.47, -2.24, -1.79
33.59, 35.19, -2.19, -1.75
40.31, 41.07, -2.19, -1.75
43.75, 47.79, -2.00, -1.60
42.27, 41.86, -2.00, -1.60
49.62, 51.31, -1.70, -1.36
51.86, 52.76, -1.26, -1.01
50.20, 51.81, -1.26, -1.01
53.71, 47.81, -0.80, -0.64
55.63, 58.93, -0.37, -0.30
55.42, 57.55, -0.37, -0.30
46.66, 58.61, -0.03, -0.02
59.72, 60.50, -0.03, -0.02
56.56, 62.62, 0.47, 0.38
60.50, 65.23, 0.98, 0.78
56.12, 61.95, 0.98, 0.78
59.34, 62.16, 1.69, 1.35
61.57, 63.26, 1.69, 1.35
62.85, 64.12, 2.54, 2.03
61.97, 62.44, 3.25, 2.60
66.22, 60.68, 3.25, 2.60
61.62, 61.43, 3.69, 2.95
62.87, 59.96, 3.98, 3.18
64.52, 58.60, 3.98, 3.18
62.05, 57.54, 3.99, 3.19
61.18, 59.07, 3.99, 3.19
63.11, 55.80, 3.62, 2.90
64.54, 56.41, 2.98, 2.38
65.49, 56.23, 2.98, 2.38
62.71, 57.63, 1.80, 1.44
64.27, 57.11, 1.80, 1.44
63.31, 54.06, 0.59, 0.47
65.94, 55.87, -0.98, -0.78
60.15, 54.82, -0.98, -0.78
63.92, 61.58, -2.29, -1.83
66.56, 58.46, -3.36, -2.69
62.29, 58.45, -3.36, -2.69
63.19, 62.44, -4.07, -3.26
63.80, 62.45, -4.07, -3.26
60.52, 65.58, -4.37, -3.50
62.65, 65.31, -4.20, -3.36
56.26, 67.39, -4.20, -3.36
57.45, 63.30, -3.72, -2.98
59.34, 65.65, -2.94, -2.35
56.07, 65.01, -2.94, -2.35
57.34, 62.89, -1.74, -1.39
54.37, 67.00, -0.40, -0.32
57.84, 66.77, -0.40, -0.32
53.07, 65.21, 1.15, 0.92
58.34, 60.87, 2.60, 2.08
56.07, 64.22, 2.60, 2.08
58.72, 61.97, 4.03, 3.22
61.48, 60.94, 4.03, 3.22
53.89, 59.98, 4.95, 3.96
62.72, 60.63, 5.71, 4.57
62.70, 58.56, 5.71, 4.57
56.91, 56.24, 6.21, 4.97
EndTime: 2536.00
